text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
"Including your hometown area! ""@tfrederick72: Exciting to see @Uber coming to more cities in Wisconsin! Makes things pretty easy!""",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday Gov. Walker signed five bills I authored.



SB 300 - Removing the double taxation on songs played on a jukebox



SB 392 - Allowing gas stations to advertise gas by the half gallon.



SB 435 - Allowing the sale and purchase of wild game feathers.



SB 436 - Expanding the use of lake monitoring and protection  

grants to fight aquatic invasive species



SB 605 - Allowing a flashlight to be worn on the body or attached to a gun at the point of kill during hunting.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
I commend Governor Walker in his efforts to reduce the property tax burden on Wisconsin’s taxpayers. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @briansikma: .@nfib_wi is not telling the truth about @AdamNeylon’s regulatory reform bill. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"According to a report by the Tax Foundation, Wisconsin continues to have one of the least competitive tax climates. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Speaker Robin Vos: Investigate the state Government Accountability Board: 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin wage earners and state coffers saw a $423.6 million reduction in income taxes as a result of rate cuts enacted in 2013 and 2014, according to new data from the state Department of Revenue.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
#WISTAX issues report citing #Wisconsin Tax Burden Falls to Lowest Level Since Great Recession ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @SenDarling: In Joint Audit Committee-Latest audit shows GAB not following basic statutes. How can we trust them?,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
The state Supreme Court's John Doe ruling further demonstrates the out-of-control actions that define the GAB now. #wiright,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @WisWatchdog: ""These are serious accusations and our legal team will review any alleged threats to open government"" - AG Schimel on char…",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"We should encourage kids, not stifle them. Thanks to Appleton Police tolerant of lemonade stands ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @chriskapenga: Another reason 2016 will be important...the impact on your wallet.  Proposed EPA rules would harm Wisconsin's economy htt…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Final legislative approval is expected today on the bill to increase the speed limit to 70 mph.  #wiright Wisconsin Assembly Republicans,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
From this morning's #ForwardAgenda unveiling with @WIAssemblyGOP #WisconsinIsOpenForBusiness ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @jessieopie: .@RepAmy31 says GOP is trying to ""right-size"" the DNR stewardship program. #wipolitics",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @rep89: This morning @SenDarling and I called for the resignation of GAB Director Kevin Kennedy. Read our statement here:,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevailing wage: Two words that will cost taxpayers $150,000 in Vilas County:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Documents show GAB continued assisting John Doe after judge ordered them to stop. #wiright ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @AdamNeylonPress: From this morning's #ForwardAgenda unveiling with @WIAssemblyGOP #WisconsinIsOpenForBusiness ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Drones have enormous economic potential but regulators screwing it up ""Wisconsin lawmakers discuss drone regulation"" ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"GAB Audit: From FY 2010-11 through FY 2013-14,

GAB’s expenditures for investigations totaled $315,800.#wiright",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"In other news,  GOP revive push for raising Wisconsin's speed limit to 70. #wiright

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"We cut taxes for landowners, guarantee access to open land and provide local units of government over $18 million.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rep. Jarchow and I are continuing to strengthen property rights by streamlining state permitting and reducing regulatory burdens. We will be unveiling additional protections this week.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @BottAFP: @SenatorKapenga @StateRepHutton Thank you making government prioritize spending just like families and businesses. @AFPWI @AFP…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @VickiMcKenna: POLL:  WI citizens say REPEAL #MinimumMarkup.  And #FreeBlackFriday ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @MacIverWisc: #ThanksMinimumMarkup #DumbLaw ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @JayWeber3: @RepDeanKnudson, lead on GAB reform, says this board failed to audit the voting machines for 16 straight elections.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Newly released John Doe docs reveal much more about rogue GAB: 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
WPR covered my mining bill.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @Leahvukmir: Here’s the article I referenced on @JayWeber3’s show today. <U+2192> Bipartisanship works for the FEC #wiright #ReformGAB ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Today, the Wisconsin State Assembly will be meeting to discuss AB 68, relating to John Doe investigations.  AB 68 does not end John Doe investigations.  Rather, it reforms them, so as to ensure that they are not used for politically motivated investigations that the courts end up calling unconstitutional.  ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Great perpective on how Wisconsin workers coupled with free markets take it to OPEC ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @AdamNeylonPress: WI taxpayers saved $748 million over the last two tax years thanks to these income tax rate cuts #wiright #wipolitics …,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin joins a coalition of states to challenge new U.S. Department of Labor overtime rule.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Private Is Better 

by John Stossel",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @ManleyWMC: Likelihood that Congress would hobble our economy and kill thousands of factory jobs to save 0.02 degrees? Zero. But EPA is …,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @WISCTV_News3: Lawmakers reach deal on raising speed limit to 70 mph #news3  ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Proudly pro-business, pro-jobs, pro-growth and pro-prosperity. As a result, I have been endorsed by many groups that represent Wisconsin small businesses and the hard-working men and women of this state.  On November 8, I ask for your vote so I can keep working for Wisconsin.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @channel_3000: Property taxes to drop $3 under new state budget ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @The_RGA: Texas @GovAbbott in today's @Statesman: ""The best job creation program is tax reduction"" ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @SpeakerRyan: FACT: The Obama administration has averaged 81 major regulations per year. That's a 30% jump over the previous admin. #Oba…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepRobBrooks: I have cosponsored legislation that would eliminate the Office of Wisconsin State Treasurer. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
The GAB has utter disregard for what the law says. Following laws isn't optional. #GABproblems #ReformGAB #wiright ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
WSJ:  John Doe prosecutors gathered information on national conservatives.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Another great bill on the books! We cut taxes for land owners, opened new land for public use, provided more timber for our local industry, and sent back millions of dollars to local units of government!",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RedTapeReviewWI: Our Red Tape Review flagship bill passed the Assembly today. On to the Senate. #AB80 #RedTapeReview,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Hardworking taxpayers deserve to keep more of their paychecks. I believe that you know how to spend your money better than Madison. Learn more: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin's Unfair Unfair Sales Act - ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"@nfib_wi opposition is embarrassing. 90% of #smallbiz want regulatory reform &amp; their ""advocate"" standing in the way. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"I was happy to answer questions on my hand gun bill today. It is now on its way to be signed by the Governor! Also happy to vote on several other good bills, including a bill that bans the DNR from enforcing EPA rules on those of us that heat our homes with wood stoves!",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Governor Scott Walker signed the speed limit 70 bill into law this morning. #ItsAboutTime,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Street Journal: GAB targeted conservative justices in John Doe defense:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepDeanKnudson: Kudos to @WisDOJ for continuing the fight against the EPA's harmful overreach ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"""$5.24 billion in savings works out to $910 in savings for every man, woman and child in Wisconsin, or $2,291 for every household in Wisconsin.""",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
@SenShilling  No surprise when MN Democrats raise taxes by billions.  Glad we keep more in the taxpayers pockets than state govt coffers.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @NewsMacIver: GAB Defends Using Private Email Accounts: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"What could the state of Wisconsin do, for the people of Wisconsin if we weren't enslaved by federal debt??



The anemic growth rates under the Obama administration are directly responsible for expanding government and rising debt and the citizens of Wisconsin are carrying the cost of that.  (When people cant provide for themselves they turn to government.)  The good news is, I believe our best years are ahead of us.  With  a new republican president (Rubio if you ask me) and smart growth oriented policy, historically normal growth rates would cut our national debt by 3 trillion very quickly. And that, my friends, is great news for ALL Wisconsinites!!",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Well said - still significant work to do in order to lower WI tax burden ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
We are beginning the process of ending the failed experiment known as the Government Accountability Board.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ICYMI: Senator Scott Fitzgerald and Wisconsin State Representative Robin Vos announced Friday that the Legislature will approve legislation in October to limit John Doe investigations. #WIRight,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @msommerhauser: .@SenFitzgerald says he also supports @Wisconsin_GAB overhaul bill to be unveiled tomorrow by @SpeakerVos &amp; @RepDeanKnud…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin residents should have the right to brew beer.  ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Thanks to Senators @Leahvukmir and Devin LeMahieu for their work on the GAB Reform bill, released today ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"""Thanks in great part to a fully funded pension system, Wisconsin taxpayers bear a lighter debt load than almost any other state in the country.""



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
John Doe investigators say there are more tapes of raids: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Wichgers, 51, said he is running to represent the values of the district, which he identified as “pro-life, pro-gun, pro-liberty.”



A former Waukesha County supervisor and Muskego alderman, Wichgers also said local control is a big issue, particularly with several lake districts in the 83rd District.



“When big government steps in and puts in restrictions and mandates, that’s not always the wisest way to address expensive concerns,” Wichgers said.



His campaign is encapsulated by the Pledge of Allegiance, he said, saying the “one nation, under God” line is taken seriously by residents and should be reflected on elected officials.



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Today I am calling on DOJ to investigate the GAB.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @JayWeber3: @RepDeanKnudson, lead on GAB reform, says this board failed to check the voter rolls for felons 16 straight elections over a…",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"This needs to change. 



""Wisconsin is ranked 4th worst state for property taxes and has the highest property taxes in the Midwest.""",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Thank you @mediatrackersWI! We were sent to MSN to do a job. Cut the increase taxes talk &amp; exhaust all road options. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @bpolitics: JUST IN: Supreme Court blocks a new federal regulation to cut emissions from power plants ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Income tax cuts delivered $423.6 million to #Wisconsin taxpayers ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Insightful column from my colleague Representative Mike Kuglitsch on the potential negative effects of the EPA's proposed guidelines for states to regulate greenhouse gas emissions. #wiright,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Wait, how much have taxpayers shelled out to defend the rouge prosecutors of the John Doe investigation? 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin Assembly Republicans are consistently fighting federal overreach, particularly by the EPA. This bill, which I co-sponsored, passed out of committee yesterday.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"For my Democratic friends in WI who support this idea - $15 min. wage in Seattle, San Francisco claims 1st casualties ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @reptittl: Thanks to @GovWalker for signing my bill this morning to raise the maximum speed limit in Wisconsin to 70mph!,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @AshNVarner: ""We work to reduce the cost of everyday life,"" @Leahvukmir said. ""It is a great time to be at #ALEC."" #ALECSanDiego ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Tonight the Senate passed my Managed Forest Law bill - Senate Bill 434 on a bipartisan vote of 20-11. I want to thank my colleagues for ensuring this program will continue to provide raw forest products grown in Wisconsin for Wisconsin businesses.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Let's stop making bad pay policy: How Obama’s New Overtime Pay Mandates Hurt Employees ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @js_newswatch: Scott Walker signs bill limiting John Doe probes ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue GAB pushing strained legal arguments to keep its secrets: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Fighting for limited government.... and enjoying the new Star Wars movie with my son! ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Great video debunking myths about the Forestry Industry. Thank you to the Wisconsin County Forests Association for providing me with this information.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Talked this morning with Charles Sykes about the need to appoint a special prosecutor after the John Doe leak this week.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Bill 251 to improve the regulatory climate in WI by reining in state bureaucracy &amp; preventing costly new rules passes in committee.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker: 2-year delay for Zoo Interchange, but no tax hike ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @Schneider_CM: The John Doe law - Government gone bad: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @WisconsinEye: LIVE NOW | Wisconsin State Senate is taking roll. Taking up reorg of GAB and campaign finance reform. LIVE at ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"I am proud that our legislation to ease the reporting burden of non-profit organizations passed the State Assembly!

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @LHilgemann: @BottAFP .@Leahvukmir Thank you Leah! #OnWisconsin #LeadTheWayForFreedom #wiright .@AFPhq .@AFPWI,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Emails outline GAB's agenda to attack conservatives for a so-called ""bastardization of politics."" #GABproblems #tbt ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
My statement on @WIGOPSenate passage of legislation to overhaul the rogue GAB: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"WI is finally number one in the Midwest in something.  Unfortunately, it's the cost of electricity.  This new report also says we're good at energy conservation and efficiency measures, thanks to programs like Focus on Energy.  Too bad the GOP just cut funding for the program by $7 million, which will eventually cost customers about $21 million, because Focus saves $3 for every $1 spent.



",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
I am honored to receive the Enlightened Legislator of the Year Award from the Wisconsin Electric Cooperative! ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WhiteHouse:  if you agree: It's time to make it easier for every American to access clean energy <U+2192> ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
We need BOTH. Clean energy is our future BUT CLEAN WATER is necessary for us to exist!  FYI-We are worse than FLINT! ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
